season,week,start_date,home_team,away_team,venue,conference_game,wx_temp_f,wx_wind_mph,wx_precip_mm,predicted_total_points,predicted_home_points,predicted_away_points,wx_adjust_total,predicted_win_margin,prediction_confidence,weather_temp,weather_wind,weather_adjustment,enrichment_failed,weather_debug_reason,home_conference,away_conference,start_date_api,neutral_site
2025,1,2025-08-30 04:00:00+00:00,South Dakota State,Sacramento State,Dana J. Dykhouse Stadium,False,66.2,5.2195164,0.0,52.870562404643856,37.29624550259122,17.404177939720817,-0.0197564759999999,19.8920675628704,medium,,,,True,,,,,
2025,1,2025-08-30 04:00:00+00:00,Northern Colorado,Chadron St,Nottingham Field,False,64.94,8.512782699999999,0.1,54.5876636499876,21.340314851843235,32.84621634499816,-0.3161504429999999,-11.505901493154926,medium,,,,True,,,,,
2025,1,2025-08-30 04:00:00+00:00,East Tennessee State,Murray State,William B. Greene Jr. Stadium,False,66.56,5.7787503000000005,0.0,47.40945524342259,31.18656121808644,19.681877054751183,-0.070087527,11.504684163335256,medium,,,,True,,,,,
2025,1,2025-08-30 04:00:00+00:00,UT Rio Grande Valley,Sul Ross State,Robert and Janet Vackar Stadium,False,,,,49.94874142481538,26.772446260261425,20.556007696088265,0.0,6.216438564173163,medium,,,,True,,,,,
2025,1,2025-08-30 04:00:00+00:00,Mississippi Valley State,Southern,Rice-Totten Field,True,,,,50.11364342173053,17.14048406839784,33.12973153624987,0.0,-15.989247467852032,medium,,,,True,,,,,
2025,1,2025-08-30 16:00:00+00:00,Pittsburgh,Duquesne,Acrisure Stadium,False,67.1,4.9088309,0.0,47.01755348720417,26.51499277237986,17.831436526725586,0.0,8.683556245654273,medium,60.17,4.0,-0.0,False,,,,,
2025,1,2025-08-30 16:00:00+00:00,The Citadel,North Dakota State,Johnson Hagood Stadium,False,74.66,3.9767744,0.0,54.45392562742166,10.08086112315052,39.00490137256635,0.0,-28.92404024941583,medium,86.02,4.61,-0.0,False,,,,,
2025,1,2025-08-30 16:00:00+00:00,Lehigh,Richmond,Goodman Stadium,False,69.98,2.5476211,0.0,52.15639242610456,18.633791548773623,31.56207753507672,0.0,-12.928285986303091,medium,58.23,12.21,-1.1,False,,,,,
2025,1,2025-08-30 16:00:00+00:00,Kent State,Merrimack,Dix Stadium,False,64.94,4.349597,0.0,56.33156057452355,21.362015818212555,27.41061855943341,0.0,-6.048602741220851,medium,71.89,4.61,-0.0,True,,,,,
2025,1,2025-08-30 16:00:00+00:00,Syracuse,Tennessee,Mercedes-Benz Stadium,False,77.36,6.027298699999999,0.0,50.55672217254655,17.462519064021237,28.47948100853636,-0.0924568829999999,-11.016961944515124,medium,80.92,9.91,-0.74,False,,,,,
2025,1,2025-08-30 16:00:00+00:00,Maryland,Florida Atlantic,SECU Stadium,False,72.86,4.970968,0.0,48.28112903776533,24.50778964115045,22.40740640437309,0.0,2.1003832367773576,medium,58.84,5.53,-0.09,False,,,,,
2025,1,2025-08-30 16:00:00+00:00,Navy,VMI,Navy-Marine Corps Memorial Stadium,False,71.6,7.0836294,0.0,49.88828687833946,33.35354907979817,14.215344530121191,-0.187526646,19.138204549676978,medium,65.32,8.05,-0.46,False,,,,,
2025,1,2025-08-30 16:00:00+00:00,Southern Miss,Mississippi State,M. M. Roberts Stadium,False,76.64,6.5243955,0.0,45.078213538073015,16.757149178379624,29.0868316678398,-0.1371955949999999,-12.329682489460172,medium,83.84,6.91,-0.29,True,,,,,
2025,1,2025-08-30 16:00:00+00:00,Purdue,Ball State,Ross-Ade Stadium,False,68.0,5.1573793000000006,0.0,46.65849820302758,23.04484689438983,24.443991756372224,-0.014164137,-1.3991448619823927,medium,58.64,1.01,-0.01,False,,,,,
2025,1,2025-08-30 16:00:00+00:00,Shorter,Anderson (Sc),Barron Stadium,False,84.38000000000001,4.2874599,0.0,47.21841607860085,22.069504593335115,24.83112469285714,0.0,-2.761620099522027,medium,69.48,10.04,-0.76,False,,,,,
2025,1,2025-08-30 16:00:00+00:00,Gannon,Davenport,McConnell Family Stadium,False,62.78,4.9088309,0.0,45.157585281068194,22.036566714050345,25.14167306045964,0.0,-3.105106346409297,medium,71.04,12.66,-1.15,False,,,,,
2025,1,2025-08-30 16:00:00+00:00,Carson-Newman College,West Virginia State,Burke-Tarr Stadium,False,,,,53.14420967352629,28.543814127225748,24.936340898610524,0.0,3.6074732286152233,medium,,,,True,,,,,
2025,1,2025-08-30 16:00:00+00:00,Ohio State,Texas,Ohio Stadium,False,69.62,5.7787503000000005,0.0,53.94174746148134,28.060702696439908,16.670273422565455,-0.070087527,11.390429273874451,medium,74.26,5.75,-0.11,True,,,,,
2025,1,2025-08-30 16:00:00+00:00,Tulane,Northwestern,Yulman Stadium,False,81.5,7.3321778,0.0,47.47779677376615,29.523995408771874,18.08570788366856,-0.209896002,11.438287525103313,medium,81.57,14.97,-1.5,False,,,,,
2025,1,2025-08-30 16:45:00+00:00,Kentucky,Toledo,Kroger Field,False,76.64,7.0836294,0.0,43.295949859411245,18.9622899652315,19.64786055174549,-0.187526646,-0.6855705865139932,medium,47.14,5.73,-0.24,False,,,,,
2025,1,2025-08-30 17:00:00+00:00,Post University,West Virginia Wesleyan,Municipal Stadium,False,84.2,5.9651616,0.0,43.407637014781095,25.36182126220076,17.457285598389642,-0.086864544,7.904535663811117,medium,,,,True,,,,,
2025,1,2025-08-30 17:00:00+00:00,Davidson,Georgetown,Richardson Stadium,False,81.68,3.6660889,0.0,61.00773821778288,40.26354927732963,20.49377840975001,0.0,19.76977086757962,medium,64.87,11.5,-0.97,False,,,,,
2025,1,2025-08-30 17:00:00+00:00,Central State (OH),Kentucky State,Ford Field,True,70.88,3.3554034,0.0,51.6312472569186,21.82023619402488,29.858423438372927,0.0,-8.038187244348048,medium,,,,True,,,,,
2025,1,2025-08-30 17:00:00+00:00,Clark Atlanta,Valdosta State,Legion Field,False,81.14,9.6933876,0.0,60.12036764520789,16.54175715053383,43.206160215812034,-0.422404884,-26.664403065278204,medium,,,,True,,,,,
2025,1,2025-08-30 17:00:00+00:00,Grand Valley State University,Lincoln (PA),Lubbers Stadium,False,,,,63.844824629748274,51.143206296723655,8.908857885625222,0.0,42.23434841109843,medium,,,,True,,,,,
2025,1,2025-08-30 17:00:00+00:00,Shaw,Albany State GA,George Williams Athletic Complex,False,84.38000000000001,1.5534275,0.0,50.74552390124773,15.586169607049165,33.25640605270636,0.0,-17.670236445657196,medium,62.01,6.33,-0.2,False,,,,,
2025,1,2025-08-30 18:00:00+00:00,UConn,Central Connecticut,Pratt & Whitney Stadium,False,70.52,7.5807262,0.0,55.08409898924997,24.7421628669846,30.24630442719312,-0.2322653579999999,-5.504141560208524,medium,69.12,4.61,-0.0,True,,,,,
2025,1,2025-08-30 18:00:00+00:00,Northern Iowa,Butler,UNI-Dome,False,79.88,2.8583066,0.0,49.81991230892583,27.47652457445428,22.256709250558128,0.0,5.219815323896146,medium,,,,True,,,,,
2025,1,2025-08-30 18:00:00+00:00,West Virginia,Robert Morris,Milan Puskar Stadium,False,73.04,4.8466938,0.0,47.23496901221682,33.89388929349302,11.209929560644442,0.0,22.68395973284857,medium,48.0,0.0,-0.12,False,,,,,
2025,1,2025-08-30 18:00:00+00:00,Valparaiso,Virginia University Of Lynchburg,Brown Field,False,70.7,2.3612098,0.0,45.506724841792135,33.46785260312424,13.7407372305706,0.0,19.72711537255364,medium,56.64,4.61,-0.03,False,,,,,
2025,1,2025-08-30 18:00:00+00:00,Augustana University (SD),Missouri Western,Kirkeby-Over Stadium,False,75.56,10.5011699,0.0,55.21634865056902,32.888767229181695,19.05899527500762,-0.495105291,13.829771954174074,medium,,,,True,,,,,
2025,1,2025-08-30 18:00:00+00:00,Fort Lewis,William Jewell,Ray Dennison Memorial Field,False,,,,44.81998121720759,13.393338056307238,30.48391450142818,0.0,-17.090576445120945,medium,58.78,0.0,-0.01,False,,,,,
2025,1,2025-08-30 18:00:00+00:00,Washburn,Truman State,Yager Stadium at Moore Bowl,False,80.06,6.648669699999999,0.0,55.91165320819346,20.198371726220422,25.92747426226468,-0.1483802729999999,-5.729102536044252,medium,54.48,6.31,-0.25,False,,,,,
2025,1,2025-08-30 18:00:00+00:00,Boston College,Fordham,"Alumni Stadium (Chestnut Hill, MA)",False,,,,50.5207568965672,28.594613292312417,22.01814684203701,0.0,6.576466450275404,medium,69.55,6.91,-0.29,True,,,,,
2025,1,2025-08-30 18:30:00+00:00,Indiana,Old Dominion,"Memorial Stadium (Bloomington, IN)",False,79.16,7.3321778,0.0,49.171718579016094,27.678365569156075,20.08269025795842,-0.209896002,7.595675311197656,medium,59.41,0.0,-0.01,False,,,,,
2025,1,2025-08-30 18:30:00+00:00,Tennessee Tech,Cumberland (TN),Tucker Stadium,False,84.74,4.7224196,0.0,43.40653929906351,28.013706244126123,14.338806865043484,0.0,13.67489937908264,medium,,,,True,,,,,
2025,1,2025-08-30 19:00:00+00:00,Louisville,Eastern Kentucky,L&N Federal Credit Union Stadium,False,82.94,7.0836294,0.0,53.52593224061164,33.13707889030288,17.859346165589933,-0.187526646,15.277732724712944,medium,63.05,1.99,-0.0,False,,,,,
2025,1,2025-08-30 19:00:00+00:00,Morehouse College,Johnson C Smith,Harvard Stadium,False,73.4,7.5185891,0.0,51.91589640318635,22.36660157351361,28.681932295715125,-0.226673019,-6.315330722201519,medium,,,,True,,,,,
2025,1,2025-08-30 19:30:00+00:00,Northern Illinois,Holy Cross,Huskie Stadium,False,71.24000000000001,4.2253228,0.0,49.4534535132346,21.04227427941209,26.07503931808502,0.0,-5.032765038672931,medium,70.59,4.61,-0.0,True,,,,,
2025,1,2025-08-30 19:30:00+00:00,Air Force,Bucknell,Falcon Stadium,False,65.66,12.8002426,0.0,47.75608714641515,30.25310248341977,14.13005711826228,-0.7020218340000001,16.123045365157488,medium,81.97,12.66,-1.15,False,,,,,
2025,1,2025-08-30 19:30:00+00:00,Penn State,Nevada,Beaver Stadium,False,71.6,4.411734099999999,0.0,51.35802008187779,34.78518828834119,13.453696968343923,0.0,21.331491319997262,medium,57.96,0.0,-0.02,False,,,,,
2025,1,2025-08-30 19:30:00+00:00,Georgia,Marshall,Sanford Stadium,False,80.78,4.2253228,0.0,50.00906593061306,26.885539917395462,11.953062375141112,0.0,14.93247754225435,medium,60.55,3.0,-0.0,False,,,,,
2025,1,2025-08-30 19:30:00+00:00,Massachusetts,Temple,Warren McGuirk Alumni Stadium,False,72.68,9.6933876,0.0,50.4511287859055,22.465800681794075,27.72229241578712,-0.422404884,-5.256491733993041,medium,59.2,6.91,-0.29,False,,,,,
2025,1,2025-08-30 19:30:00+00:00,Iowa State,South Dakota,Jack Trice Stadium,False,80.24000000000001,1.5534275,0.0,46.140721656435225,24.58274776817584,20.20889223703128,0.0,4.373855531144564,medium,61.2,11.5,-0.97,False,,,,,
2025,1,2025-08-30 19:30:00+00:00,Florida State,Alabama,Doak Campbell Stadium,False,82.04,5.716613199999999,0.0,46.84048833637464,18.46445093230279,33.25615902973623,-0.0644951879999999,-14.79170809743344,medium,77.2,5.99,-0.15,False,,,,,
2025,1,2025-08-30 20:00:00+00:00,Florida A&M,Howard,Hard Rock Stadium,False,87.8,7.6428633,0.0,53.11254759877085,34.0843336407591,24.97220437496989,-0.237857697,9.1121292657892,medium,,,,True,,,,,
2025,1,2025-08-30 20:00:00+00:00,Liberty,Maine,Williams Stadium (VA),False,83.84,2.8583066,0.0,53.02031533241109,33.7911801490271,18.205737870464247,0.0,15.585442278562851,medium,63.0,5.99,-0.15,False,,,,,
2025,1,2025-08-30 20:00:00+00:00,Oregon,Montana State,Autzen Stadium,False,76.64,3.7903631,0.0,54.228801271137165,26.89353774966225,19.3102232122142,0.0,7.583314537448054,medium,56.55,1.01,-0.03,False,,,,,
2025,1,2025-08-30 20:15:00+00:00,Arkansas,Alabama A&M,Razorback Stadium,False,80.96,6.4001213,0.0,53.74713715702995,30.86595568120501,19.62033338807577,-0.126010917,11.24562229312923,medium,60.75,4.32,-0.0,False,,,,,
2025,1,2025-08-30 20:30:00+00:00,Memphis,Chattanooga,Simmons Bank Liberty Stadium,False,91.76,7.3321778,0.0,51.32156400094024,31.506295900047643,19.302453157138128,-0.209896002,12.203842742909517,medium,64.27,8.05,-0.46,False,,,,,
2025,1,2025-08-30 21:00:00+00:00,Benedict College,Fayetteville State,Charlie W. Johnson Stadium,False,88.16,7.3321778,0.0,49.02968646818727,27.1787243154987,20.67428122993138,-0.209896002,6.5044430855673205,medium,,,,True,,,,,
2025,1,2025-08-30 21:00:00+00:00,Pace,St. Anselm,Pace Stadium,True,,,,54.310799946959726,22.352501574320364,27.7767089809899,0.0,-5.424207406669535,medium,69.53,7.18,-0.33,False,,,,,
2025,1,2025-08-30 22:00:00+00:00,Wingate,UNC Pembroke,Irwin Belk Stadium,False,86.36,6.7729439000000005,0.0,60.63391393098208,26.81431964721035,30.544548893937524,-0.159564951,-3.730229246727173,medium,66.58,14.79,-1.47,False,,,,,
2025,1,2025-08-30 22:00:00+00:00,Chowan,Elizabeth City State,Garrison Stadium,False,84.56,9.5069763,0.0,48.306784238682944,29.65963352829852,17.466046908582033,-0.405627867,12.193586619716488,medium,72.39,8.99,-0.6,False,,,,,
2025,1,2025-08-30 22:00:00+00:00,UVA Wise,Concord University,Carl Smith Stadium,False,76.28,4.5981454,0.0,51.072628802627655,20.08247999969372,25.844805836466467,0.0,-5.762325836772753,medium,,,,True,,,,,
2025,1,2025-08-30 22:00:00+00:00,Frostburg State,Shepherd,Bobcat Stadium (MD),False,,,,48.38642616892633,25.64399783987692,21.77765277144821,0.0,3.866345068428711,medium,,,,True,,,,,
2025,1,2025-08-30 22:00:00+00:00,Catawba,Ferrum,Shuford Stadium,False,84.74,3.3554034,0.0,50.70885476209894,28.979616925728862,19.8019021522113,0.0,9.177714773517565,medium,61.3,0.0,-0.0,False,,,,,
2025,1,2025-08-30 22:00:00+00:00,Savannah St,Edward Waters,Ted Wright Stadium,True,,,,54.578905663889465,29.870283635812857,32.059956627621304,0.0,-2.1896729918084468,medium,,,,True,,,,,
2025,1,2025-08-30 22:00:00+00:00,James Madison,Weber State,Bridgeforth Stadium,False,80.42,5.530201900000001,0.0,48.95722207401336,26.336192916630047,12.201176307616777,-0.047718171,14.13501660901327,medium,57.42,9.22,-0.66,False,,,,,
2025,1,2025-08-30 22:00:00+00:00,Iowa,UAlbany,Kinnick Stadium,False,85.1,1.9262501,0.0,42.24738097623423,21.583555670015272,13.982141185268114,0.0,7.601414484747158,medium,72.34,12.39,-1.11,False,,,,,
2025,1,2025-08-30 22:00:00+00:00,Western Carolina,Gardner-Webb,E. J. Whitmire Stadium,False,77.54,2.6718953,0.0,58.596735123441576,32.606003171684605,27.08304610379514,0.0,5.522957067889465,medium,,,,True,,,,,
2025,1,2025-08-30 22:00:00+00:00,South Carolina State,Wofford,Oliver C. Dawson Stadium,False,86.36,5.2195164,0.0,46.549275727738745,27.22660425003642,21.050152832177545,-0.0197564759999999,6.176451417858875,medium,,,,True,,,,,
2025,1,2025-08-30 22:00:00+00:00,Virginia,Coastal Carolina,Scott Stadium,False,81.5,6.4622584000000005,0.0,49.75732405378859,18.909015515114884,27.626382166829103,-0.131603256,-8.717366651714219,medium,47.98,0.0,-0.12,False,,,,,
2025,1,2025-08-30 22:00:00+00:00,Oklahoma,Illinois State,"Memorial Stadium (Norman, OK)",False,75.2,1.5534275,0.0,44.43157902617149,29.856646968047308,12.542023142181812,0.0,17.314623825865496,medium,61.79,1.99,-0.0,False,,,,,
2025,1,2025-08-30 22:00:00+00:00,Stetson,Webber International,Spec Martin Municipal Stadium,False,,,,68.6961399707686,24.35841779736656,44.731667914044245,0.0,-20.37325011667769,medium,61.84,8.66,-0.55,False,,,,,
2025,1,2025-08-30 22:00:00+00:00,Morehead State,Allen,Jayne Stadium,False,83.3,5.4680648000000005,0.0,57.93910972899844,27.12910666302785,31.272548467423253,-0.042125832,-4.1434418043953976,medium,,,,True,,,,,
2025,1,2025-08-30 22:00:00+00:00,Sacred Heart,Stonehill,Campus Field,False,72.5,7.5807262,0.0,54.10535220848093,22.188610357838133,28.15776567507229,-0.2322653579999999,-5.969155317234165,medium,62.02,10.36,-0.8,False,,,,,
2025,1,2025-08-30 22:00:00+00:00,Mercer,Presbyterian,Five Star Stadium at the Moye Complex,False,,,,53.55229127946701,31.967646084741222,21.0483004065592,0.0,10.91934567818203,medium,54.45,6.33,-0.26,False,,,,,
2025,1,2025-08-30 22:15:00+00:00,West Alabama,Fort Valley State,Legion Field,False,84.38000000000001,10.1283473,0.0,54.84769685523179,28.080476081975974,32.1317803010368,-0.461551257,-4.051304219060821,medium,58.98,1.99,-0.01,False,,,,,
2025,1,2025-08-30 22:30:00+00:00,Lincoln (MO),Lincoln (CA),Dwight T. Reed Stadium,False,90.14,6.027298699999999,0.0,34.16406269448989,19.815975767247103,13.09649013261051,-0.0924568829999999,6.719485634636591,medium,,,,True,,,,,
2025,1,2025-08-30 23:00:00+00:00,Missouri S&T,Central Methodist,Allgood-Bailey Stadium,False,86.0,7.6428633,0.0,50.6633103515166,28.50817970752613,23.62419271311911,-0.237857697,4.883986994407021,medium,,,,True,,,,,
2025,1,2025-08-30 23:00:00+00:00,Southern Illinois,Thomas More College,Saluki Stadium,False,84.91999999999999,8.077823,0.0,47.08155873077612,24.94622392918216,19.11067980683137,-0.27700407,5.835544122350783,medium,,,,True,,,,,
2025,1,2025-08-30 23:00:00+00:00,South Alabama,Morgan State,Hancock Whitney Stadium,False,79.52,7.7050004,0.0,50.22895151481875,30.91836180228843,19.77947401495388,-0.243450036,11.138887787334554,medium,58.06,5.75,-0.13,False,,,,,
2025,1,2025-08-30 23:00:00+00:00,UT Permian Basin,Central Oklahoma,Ratliff Stadium,False,76.1,14.9750411,38.5,63.803455967186345,31.38945701447756,29.835733071942965,-0.897753699,1.5537239425345888,medium,,,,True,,,,,
2025,1,2025-08-30 23:00:00+00:00,McNeese,Louisiana College,Cowboy Stadium,False,83.66,4.0389115,0.4,43.69319333733803,26.893779524923243,16.83007117195069,0.0,10.063708352972554,medium,,,,True,,,,,
2025,1,2025-08-30 23:00:00+00:00,Vanderbilt,Charleston Southern,FirstBank Stadium,False,87.26,8.947742400000001,0.0,45.768414533619385,19.8080924128258,19.374040093942043,-0.3552968160000001,0.4340523188837579,medium,74.93,12.66,-1.15,False,,,,,
2025,1,2025-08-30 23:00:00+00:00,Bluefield State,Greeneville,Mitchell Stadium,False,76.82,4.8466938,0.0,48.54307316797583,16.14911224522909,33.88532120762398,0.0,-17.73620896239489,medium,,,,True,,,,,
2025,1,2025-08-30 23:00:00+00:00,Texas A&M,UTSA,Kyle Field,False,77.72,13.1109281,12.6,44.48871445834362,31.33144677609352,14.938486308009413,-0.7299835290000001,16.39296046808411,medium,85.91,10.36,-0.8,True,,,,,
2025,1,2025-08-30 23:00:00+00:00,Troy,Nicholls,Veterans Memorial Stadium (AL),False,72.14,8.077823,0.0,50.550902472063584,27.68862069076294,21.03422225534435,-0.27700407,6.654398435418589,medium,61.97,5.75,-0.11,False,,,,,
2025,1,2025-08-30 23:00:00+00:00,Incarnate Word,Eastern Washington,Gayle and Tom Benson Stadium,False,96.62,7.2700407,0.0,60.005157539369286,23.96459080213427,29.72104390523903,-0.204303663,-5.756453103104757,medium,,,,True,,,,,
2025,1,2025-08-30 23:00:00+00:00,Arkansas State,Southeast Missouri State,Centennial Bank Stadium,False,86.36,9.0098795,0.0,54.93805801103276,27.852311123747807,27.86904751507729,-0.360889155,-0.0167363913294842,medium,76.89,8.05,-0.46,True,,,,,
2025,1,2025-08-30 23:00:00+00:00,Grambling,Langston University,Independence Stadium,False,83.84,3.6039518,0.0,45.9624992039184,43.55208365254732,5.667958889502773,0.0,37.88412476304455,medium,80.53,5.75,-0.11,True,,,,,
2025,1,2025-08-30 23:00:00+00:00,Western Kentucky,North Alabama,Houchens Industries-L.T. Smith Stadium,False,,,,57.82196437213514,37.71878043746188,19.55208126560516,0.0,18.166699171856727,medium,78.75,5.75,-0.11,True,no_location,,,,
2025,1,2025-08-30 23:00:00+00:00,Middle Tennessee,Austin Peay,"Johnny ""Red"" Floyd Stadium",False,86.72,9.1341537,0.0,54.84193008417507,24.9624610883112,27.184800682975,-0.3720738330000001,-2.2223395946638043,medium,78.55,6.91,-0.29,True,no_location,,,,
2025,1,2025-08-30 23:00:00+00:00,Kansas State,North Dakota,Bill Snyder Family Stadium,False,79.52,6.7729439000000005,0.0,45.83298573214528,28.622395874948545,16.871152912144215,-0.159564951,11.75124296280433,medium,64.22,11.5,-0.97,True,,,,,
2025,1,2025-08-30 23:00:00+00:00,Florida,Long Island University,Ben Hill Griffin Stadium,False,82.4,12.8623797,0.0,46.92840035707625,32.19056556913011,11.407027062906248,-0.707614173,20.78353850622386,medium,79.83,3.44,-0.0,False,,,,,
2025,1,2025-08-30 23:30:00+00:00,Michigan,New Mexico,Michigan Stadium,False,72.32,5.592339,0.0,53.196773761484565,39.36558233641062,15.812647340455108,-0.0533105099999999,23.55293499595551,medium,96.84,10.74,-0.86,False,,,,,
2025,1,2025-08-30 23:30:00+00:00,Texas Tech,Arkansas-Pine Bluff,Jones AT&T Stadium,False,77.0,10.1283473,0.0,62.4328682207341,37.67627704315623,20.618764827377507,-0.461551257,17.057512215778722,medium,82.51,14.97,-1.5,True,,,,,
2025,1,2025-08-30 23:30:00+00:00,Louisiana Tech,SE Louisiana,Joe Aillet Stadium,False,87.08000000000001,7.0214923,0.0,55.44706685692134,22.55400069434848,30.215184116861955,-0.181934307,-7.661183422513481,medium,80.51,5.75,-0.11,True,,,,,
2025,1,2025-08-30 23:30:00+00:00,Clemson,LSU,"Memorial Stadium (Clemson, SC)",False,,,,53.38608026839401,25.33391136146583,19.962359763289136,0.0,5.371551598176694,medium,68.81,8.05,-0.46,False,,,,,
2025,1,2025-08-30 23:30:00+00:00,Houston Christian,Little Rock,Husky Stadium,False,80.6,3.6039518,0.0,52.22869055989944,24.368630552060125,28.934366208125923,0.0,-4.565735656065797,medium,,,,True,,,,,
2025,1,2025-08-30 23:30:00+00:00,USC,Missouri State,Los Angeles Memorial Coliseum,False,83.12,10.8739925,0.0,53.707651321345296,35.039525564755394,15.066200692468808,-0.528659325,19.97332487228659,medium,56.3,2.42,-0.04,False,,,,,
2025,1,2025-08-30 23:30:00+00:00,Utah State,UTEP,Maverik Stadium,False,84.38000000000001,8.326371400000001,0.0,54.56010487969953,36.06141218985108,17.394006224424757,-0.2993734260000001,18.66740596542632,medium,81.68,4.0,-0.0,True,,,,,
2025,1,2025-08-30 23:45:00+00:00,Ole Miss,Georgia State,Vaught-Hemingway Stadium,False,90.14,8.5749198,0.0,52.30480536402929,33.614337223335866,17.437924260747376,-0.321742782,16.17641296258849,medium,78.58,11.5,-0.97,True,,,,,
2025,1,2025-08-31 00:00:00+00:00,Western New Mexico,Adams State,Ben Altamirano Field,False,79.7,12.4895571,0.0,46.69762123986752,26.44795363882938,17.165727949613593,-0.6740601390000001,9.282225689215784,medium,,,,True,,,,,
2025,1,2025-08-31 00:00:00+00:00,Missouri Southern State,Midwestern State,Fred G. Hughes Stadium,False,,,,45.54647600772847,21.413607982333133,25.28753851952264,0.0,-3.873930537189505,medium,,,,True,,,,,
